id,created_at,tier_icon_url,name,points_needed
1bd69453-0cc7-4b5d-820c-b8631eebf116,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Oscar%20Winner.png,Oscar Winner,3000
25c8bf03-999f-4d5c-bb5c-843af802cb09,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Co-Star.png,Co-Star,500
2ea13399-07ac-4921-a7f7-59651c6de50e,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Box%20Office%20Icon.png,Box Office Icon,1500
49d5276d-4e3c-4e8a-a4ed-01763a08c170,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Supporting%20Cast.png,Supporting Cast,250
97450f51-aef2-4a45-82a8-111d3bf0a850,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Oscar%20Nominee.png,Oscar Nominee,2000
ba249e3c-e073-4cb9-b055-7848a09773dc,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Extra.png,Extra,0
f15a6b0f-afbc-4104-9923-a3d23fc7f74d,2026-02-11 04:31:05.484953+00,https://dbxhaseoxpnmzdxbzdpj.supabase.co/storage/v1/object/public/Achievement%20Icons/Lead.png,Lead,1000
