follower_id,followed_id,created_at
02e69be6-32eb-447e-9a0c-9469dc5ea41e,7a19f60a-9864-42f9-91fa-96e5433218ee,2026-01-22 22:35:27.666675+00
02e69be6-32eb-447e-9a0c-9469dc5ea41e,dec05f71-5143-4df6-af9d-f855fdc1c75a,2026-02-14 03:22:13.486061+00
02e69be6-32eb-447e-9a0c-9469dc5ea41e,ef487192-cee2-4ac8-8dd1-2b8d4ca20d54,2026-01-23 05:56:26.606359+00
7a19f60a-9864-42f9-91fa-96e5433218ee,02e69be6-32eb-447e-9a0c-9469dc5ea41e,2026-01-22 22:40:54.693527+00
7a19f60a-9864-42f9-91fa-96e5433218ee,ef487192-cee2-4ac8-8dd1-2b8d4ca20d54,2026-01-23 06:07:07.329527+00
dec05f71-5143-4df6-af9d-f855fdc1c75a,02e69be6-32eb-447e-9a0c-9469dc5ea41e,2026-02-13 05:24:50.020234+00
ef487192-cee2-4ac8-8dd1-2b8d4ca20d54,02e69be6-32eb-447e-9a0c-9469dc5ea41e,2026-01-23 06:00:31.01843+00
ef487192-cee2-4ac8-8dd1-2b8d4ca20d54,7a19f60a-9864-42f9-91fa-96e5433218ee,2026-01-23 06:00:41.669176+00
