user_id,computed_at,mean_overall,std_overall,like_threshold,runtime_bins_json,decade_bins_json,people_affinity_json,subrating_weights_json,imdb_delta,median_overall
02e69be6-32eb-447e-9a0c-9469dc5ea41e,2026-02-04 01:38:51.742+00,75.07,15.55,86,"{""70"":{""avg"":35,""count"":1},""80"":{""avg"":86.33,""count"":3},""90"":{""avg"":69.71,""count"":14},""100"":{""avg"":73.5,""count"":14},""110"":{""avg"":73.3,""count"":23},""120"":{""avg"":72.36,""count"":25},""130"":{""avg"":75.58,""count"":19},""140"":{""avg"":78.47,""count"":19},""150"":{""avg"":78.8,""count"":15},""160"":{""avg"":77,""count"":12},""170"":{""avg"":82.25,""count"":4},""180"":{""avg"":80,""count"":1},""190"":{""avg"":79,""count"":1},""200"":{""avg"":85,""count"":2}}","{""1970"":{""avg"":87.67,""count"":3},""1980"":{""avg"":74.2,""count"":5},""1990"":{""avg"":81.23,""count"":13},""2000"":{""avg"":76.78,""count"":37},""2010"":{""avg"":73.92,""count"":61},""2020"":{""avg"":71.91,""count"":34}}","{""006c36f3-3635-4f2f-b848-45ef4f7a6adb"":{""avg"":95,""name"":""Robert C. Treveiler"",""count"":1,""roles"":[""actor""]},""03744ac7-a4b5-490f-94ab-96880b38999f"":{""avg"":95,""name"":""Christoph Waltz"",""count"":1,""roles"":[""actor""]},""06c2a2fe-3913-4f8b-b263-37223ca52545"":{""avg"":95,""name"":""B. J. Novak"",""count"":1,""roles"":[""actor""]},""0d8f60f2-13ac-4476-873f-eb2f9cf2fe59"":{""avg"":95,""name"":""Erin Gerasimovich"",""count"":1,""roles"":[""actor""]},""1dda91c5-9b31-4990-85b9-17cac54fe500"":{""avg"":95,""name"":""Michael Fassbender"",""count"":1,""roles"":[""actor""]},""207d2de4-df21-4a7b-bc0f-c36e935fa33f"":{""avg"":95,""name"":""Kyla-Drew"",""count"":1,""roles"":[""actor""]},""285864cd-186d-44de-80e6-345802abdcc8"":{""avg"":95,""name"":""Alexander Fehling"",""count"":1,""roles"":[""actor""]},""2dbbc438-9be8-4d11-820d-8d3d62e081aa"":{""avg"":96.5,""name"":""Roger Yuan"",""count"":2,""roles"":[""actor""]},""3691a549-5ca7-4e97-8896-91096193e352"":{""avg"":95,""name"":""Omar Doom"",""count"":1,""roles"":[""actor""]},""3721817a-285c-4f74-972f-1af476ae1a5e"":{""avg"":95,""name"":""Len Cariou"",""count"":1,""roles"":[""actor""]},""376a7da8-2625-40e6-b930-e6aeea334888"":{""avg"":95,""name"":""Eli Roth"",""count"":1,""roles"":[""actor""]},""39e7c323-01c5-4af1-98dc-6c4327787afb"":{""avg"":95,""name"":""Julie Dreyfus"",""count"":1,""roles"":[""actor""]},""3b1952e1-f75e-4f6c-a6b3-ff33a00fcd9f"":{""avg"":95,""name"":""Til Schweiger"",""count"":1,""roles"":[""actor""]},""40fa57bf-e737-41e4-8f80-9db9842ffc51"":{""avg"":95,""name"":""Anthony Reynolds"",""count"":1,""roles"":[""actor""]},""415f5ca3-00c3-4d56-8ecb-4036622d7331"":{""avg"":95,""name"":""Paul Dano"",""count"":1,""roles"":[""actor""]},""41a9e271-dd10-4180-9e7c-c39be9251477"":{""avg"":95,""name"":""August Diehl"",""count"":1,""roles"":[""actor""]},""45704307-8981-4531-b8da-f9cfd306bf9c"":{""avg"":95,""name"":""Gedeon Burkhard"",""count"":1,""roles"":[""actor""]},""52f1f8f8-3c67-45ff-873b-b8e48eade869"":{""avg"":96.5,""name"":""Timothée Chalamet"",""count"":2,""roles"":[""actor""]},""58266181-48ea-4a0f-befa-904963d7d3d5"":{""avg"":95,""name"":""Mike Myers"",""count"":1,""roles"":[""actor""]},""58ef514a-12b0-468b-adb0-2a7a84b8e7b4"":{""avg"":100,""name"":""Léa Seydoux"",""count"":1,""roles"":[""actor""]},""5d4955f4-e380-42a7-a49b-cd6371234c89"":{""avg"":95,""name"":""Zoë Soul"",""count"":1,""roles"":[""actor""]},""60f8f089-3bf2-4057-bbda-a1c1a784e882"":{""avg"":100,""name"":""Austin Butler"",""count"":1,""roles"":[""actor""]},""6305da1a-d084-4353-b768-4c0af1259bf4"":{""avg"":100,""name"":""Alison Halstead"",""count"":1,""roles"":[""actor""]},""63adce57-420a-410f-8a2e-b5511963554a"":{""avg"":95,""name"":""Viola Davis"",""count"":1,""roles"":[""actor""]},""66ab7f51-65c6-47fb-a04f-716740586b56"":{""avg"":95,""name"":""Hugh Jackman"",""count"":1,""roles"":[""actor""]},""707c7ae8-7e2c-42ac-a76f-4f4966b543dd"":{""avg"":96.5,""name"":""Josh Brolin"",""count"":2,""roles"":[""actor""]},""760e6fce-e1eb-4dcd-b264-fe8cefc2c6cb"":{""avg"":95,""name"":""Diane Kruger"",""count"":1,""roles"":[""actor""]},""83a732d8-5cac-43c5-b58e-31647c7591a2"":{""avg"":95,""name"":""Denis Ménochet"",""count"":1,""roles"":[""actor""]},""8500cd85-2a05-4dfb-9f38-4ca7f4a8356f"":{""avg"":100,""name"":""Souheila Yacoub"",""count"":1,""roles"":[""actor""]},""874e30eb-6e40-40b4-adf6-f7529370f9c6"":{""avg"":96.5,""name"":""Charlotte Rampling"",""count"":2,""roles"":[""actor""]},""8874af41-5e13-4dea-916a-8a6918becc89"":{""avg"":95,""name"":""Dylan Minnette"",""count"":1,""roles"":[""actor""]},""88acdeef-625e-4017-b347-40c35c969a31"":{""avg"":95,""name"":""Terrence Howard"",""count"":1,""roles"":[""actor""]},""89958988-4441-4794-9931-f40ddc375194"":{""avg"":100,""name"":""Florence Pugh"",""count"":1,""roles"":[""actor""]},""8bc04c9d-eb63-4ec8-b0f0-5b71cebd16ff"":{""avg"":100,""name"":""Giusi Merli"",""count"":1,""roles"":[""actor""]},""91001cae-2ff1-45a0-b48a-0e7b1370ac11"":{""avg"":95,""name"":""Maria Bello"",""count"":1,""roles"":[""actor""]},""aacb5363-f3fc-4a83-be3e-01f0675ef742"":{""avg"":95,""name"":""Martin Wuttke"",""count"":1,""roles"":[""actor""]},""b0cc8b2b-cc6d-45c3-8d82-b1d1e7d4d5a3"":{""avg"":95,""name"":""Richard Sammel"",""count"":1,""roles"":[""actor""]},""b1e63281-fb1e-43e8-8a67-01b95a1639dc"":{""avg"":95,""name"":""Brad James"",""count"":1,""roles"":[""actor""]},""bb71ecc2-bf36-49f5-b919-ba2075e12188"":{""avg"":95,""name"":""Wayne Duvall"",""count"":1,""roles"":[""actor""]},""d0ac9105-d77a-4e23-a2eb-940c481b9e5b"":{""avg"":96.5,""name"":""Rebecca Ferguson"",""count"":2,""roles"":[""actor""]},""d7fe0e63-65aa-4783-b9af-d70895ccb9f3"":{""avg"":95,""name"":""Melissa Leo"",""count"":1,""roles"":[""actor""]},""db19cd0e-c426-4d51-8b2d-6140c59098e9"":{""avg"":95,""name"":""Daniel Brühl"",""count"":1,""roles"":[""actor""]},""db67de11-eebf-4bb6-9515-e1b3d379a87d"":{""avg"":100,""name"":""Tara Breathnach"",""count"":1,""roles"":[""actor""]},""dd89195f-d39b-4e45-a80f-e82c43ed2e41"":{""avg"":95,""name"":""Jacky Ido"",""count"":1,""roles"":[""actor""]},""e133ace7-c194-4d85-a088-c7d4305b3d90"":{""avg"":100,""name"":""Kait Tenison"",""count"":1,""roles"":[""actor""]},""e7ec8725-f4c4-4e7f-95dc-c992e931520d"":{""avg"":100,""name"":""Christopher Walken"",""count"":1,""roles"":[""actor""]},""e9151414-3b6b-4ddf-8059-a950d3c8b04c"":{""avg"":96.5,""name"":""Babs Olusanmokun"",""count"":2,""roles"":[""actor""]},""f3c684b9-3610-4d0d-996b-b1bebd2b9e5e"":{""avg"":96.5,""name"":""Dave Bautista"",""count"":2,""roles"":[""actor""]},""f511ff7a-f650-4945-8310-a0c35c48e650"":{""avg"":96.5,""name"":""Zendaya"",""count"":2,""roles"":[""actor""]},""fb6cc049-f114-4eeb-aed8-7e19219e2422"":{""avg"":100,""name"":""Akiko Hitomi"",""count"":1,""roles"":[""actor""]}}","{""pace"":0.735,""plot"":0.8327,""sound"":0.6516,""acting"":0.6638,""imagery"":0.5894,""dialogue"":0.8234}",0.79,79
